,SHOW,SEASON,CONTESTANT,week,elimination_week,went_on_date,n_people_on_date
1523,Bachelor,11,11_KIM_O,2,0,0,-1
1524,Bachelor,11,11_LORI_L,2,0,0,-1
1525,Bachelor,11,11_MELISSA_B,2,0,0,-1
1526,Bachelor,11,11_MORGAN_B,2,0,0,-1
1527,Bachelor,11,11_NATALIE_V,2,0,0,-1
1528,Bachelor,11,11_REGINA_D,2,0,0,-1
1529,Bachelor,11,11_TAUNI_N,2,0,0,-1
1530,Bachelor,11,11_SUSAN_S,2,0,0,-1
1531,Bachelor,10,10_TESSA_H,2,0,1,7
1532,Bachelor,10,10_BEVIN_P,2,0,1,7
1533,Bachelor,10,10_DANIELLE_I,2,0,1,7
1534,Bachelor,10,10_AMBER_A,2,0,1,7
1535,Bachelor,10,10_STEPHANIE_W,2,0,1,7
1536,Bachelor,10,10_TINA_W,2,0,1,7
1537,Bachelor,10,10_KATE_B,2,0,1,7
1538,Bachelor,10,10_NICOLE_C,2,0,1,7
1539,Bachelor,10,10_STEPHANIE_T,2,0,1,1
1540,Bachelor,10,10_AMANDA_H,2,0,1,7
1541,Bachelor,10,10_ERIN_P,2,0,1,7
1542,Bachelor,10,10_PEYTON_W,2,0,1,7
1543,Bachelor,10,10_ALEXIS_Y,2,1,1,7
1544,Bachelor,10,10_SUSAN_A,2,1,1,7
1545,Bachelor,10,10_TIFFANY_W,2,1,1,7
1546,Bachelor,10,10_BLAKENEY_R,2,0,0,-1
1547,Bachelor,10,10_CANDICE_D,2,0,0,-1
1548,Bachelor,10,10_CATHERINE_W,2,0,0,-1
1549,Bachelor,10,10_DANIELLE_V,2,0,0,-1
1550,Bachelor,10,10_JACKIE_T,2,0,0,-1
1551,Bachelor,10,10_JEANETTE_A,2,0,0,-1
1552,Bachelor,10,10_JESSICA_D,2,0,0,-1
1553,Bachelor,10,10_LINDA_M,2,0,0,-1
1554,Bachelor,10,10_LINDSAY_S,2,0,0,-1
1555,Bachelor,10,10_TIFFANY_F,2,0,0,-1
1556,Bachelor,09,09_JENNIFER_W,2,0,1,6
1557,Bachelor,09,09_SADIE_M,2,0,1,5
1558,Bachelor,09,09_LISA_B,2,0,1,1
1559,Bachelor,09,09_AGNESE_P,2,0,1,5
1560,Bachelor,09,09_JEANETTE_P,2,0,1,6
1561,Bachelor,09,09_DESIREE_V,2,0,1,6
1562,Bachelor,09,09_JAMI_M,2,0,1,5
1563,Bachelor,09,09_GINA_C,2,0,1,6
1564,Bachelor,09,09_ERICA_R,2,0,1,5
1565,Bachelor,09,09_SARAH_S,2,1,1,6
1566,Bachelor,09,09_KIM_J,2,1,1,6
1567,Bachelor,09,09_ELLEN_D,2,1,1,5
1568,Bachelor,09,09_TARA_D,2,0,0,-1
1569,Bachelor,09,09_ROSELLA_F,2,0,0,-1
1570,Bachelor,09,09_RITA_G,2,0,0,-1
1571,Bachelor,09,09_RENEE_S,2,0,0,-1
1572,Bachelor,09,09_MERI_B,2,0,0,-1
1573,Bachelor,09,09_LAURA_M,2,0,0,-1
1574,Bachelor,09,09_JESSICA_H,2,0,0,-1
1575,Bachelor,09,09_HEATHER_S,2,0,0,-1
1576,Bachelor,09,09_ELYSE_H,2,0,0,-1
1577,Bachelor,09,09_COSETTA_B,2,0,0,-1
1578,Bachelor,09,09_CLAUDIA_G,2,0,0,-1
1579,Bachelor,09,09_CARISSA_I,2,0,0,-1
1580,Bachelor,09,09_BOWE_N,2,0,0,-1
1581,Bachelor,09,09_ANDREA_S,2,0,0,-1
1582,Bachelor,09,09_APRIL_J,2,0,0,-1
1583,Bachelor,08,08_Sarah_S,2,0,1,12
1584,Bachelor,08,08_Moana,2,0,1,6
1585,Bachelor,08,08_Moana,2,0,1,12
1586,Bachelor,08,08_Susan,2,0,1,6
1587,Bachelor,08,08_Susan,2,0,1,12
1588,Bachelor,08,08_Sarah_B,2,0,1,6
1589,Bachelor,08,08_Sarah_B,2,0,1,12
1590,Bachelor,08,08_Jehan,2,0,1,12
1591,Bachelor,08,08_Tara,2,0,1,6
1592,Bachelor,08,08_Tara,2,0,1,12
1593,Bachelor,08,08_Jennifer,2,0,1,6
1594,Bachelor,08,08_Jennifer,2,0,1,12
1595,Bachelor,08,08_Shiloh,2,0,1,6
1596,Bachelor,08,08_Shiloh,2,0,1,12
1597,Bachelor,08,08_Cole,2,1,1,12
1598,Bachelor,08,08_Yvonne,2,1,1,12
1599,Bachelor,08,08_Elizabeth,2,1,1,12
1600,Bachelor,08,08_Kristen,2,1,1,1
1601,Bachelor,08,08_Kristen,2,1,1,12
1602,Bachelor,08,08_Stephanie,2,0,0,-1
1603,Bachelor,08,08_Ali_D,2,0,0,-1
1604,Bachelor,08,08_Allie_G,2,0,0,-1
1605,Bachelor,08,08_April,2,0,0,-1
1606,Bachelor,08,08_Cortney,2,0,0,-1
1607,Bachelor,08,08_Jaime,2,0,0,-1
1608,Bachelor,08,08_Kathy,2,0,0,-1
1609,Bachelor,08,08_Kyle,2,0,0,-1
1610,Bachelor,08,08_Lisa,2,0,0,-1
1611,Bachelor,08,08_Liza,2,0,0,-1
1612,Bachelor,08,08_Princess,2,0,0,-1
1613,Bachelor,08,08_Sara_H,2,0,0,-1
1614,Bachelor,08,08_Venus,2,0,0,-1
1615,Bachelor,07,07_Sarah B.,2,0,1,10
1616,Bachelor,07,07_Krisily,2,0,1,10
1617,Bachelor,07,07_Sarah W.,2,0,1,1
1618,Bachelor,07,07_Kimberly,2,0,1,10
1619,Bachelor,07,07_Anitra,2,0,1,10
1620,Bachelor,07,07_Kindle,2,0,1,10
1621,Bachelor,07,07_Kara,2,0,1,10
1622,Bachelor,07,07_Jenny,2,0,1,10
1623,Bachelor,07,07_Kerry,2,1,1,10
1624,Bachelor,07,07_Carrie,2,1,1,10
1625,Bachelor,07,07_Gina Marie,2,1,1,10
1626,Bachelor,07,07_Megan,2,1,1,1
1627,Bachelor,07,07_Brenda,2,0,0,-1
1628,Bachelor,07,07_Kristina,2,0,0,-1
1629,Bachelor,07,07_Debby,2,0,0,-1
1630,Bachelor,07,07_Katie,2,0,0,-1
1631,Bachelor,07,07_Heather,2,0,0,-1
1632,Bachelor,07,07_Kristen,2,0,0,-1
1633,Bachelor,07,07_Kyshawn,2,0,0,-1
1634,Bachelor,07,07_Siomara,2,0,0,-1
1635,Bachelor,07,07_Emilie,2,0,0,-1
1636,Bachelor,07,07_Kristine,2,0,0,-1
1637,Bachelor,07,07_Geitan,2,0,0,-1
1638,Bachelor,07,07_Valerie,2,0,0,-1
1639,Bachelor,07,07_Danushka,2,0,0,-1
1640,Bachelor,06,06_Mary,2,0,0,-1
1641,Bachelor,06,06_Tanya,2,0,0,-1
1642,Bachelor,06,06_Cynthia,2,0,0,-1
1643,Bachelor,06,06_Cheresse,2,0,1,1
1644,Bachelor,06,06_Andrea,2,0,0,-1
1645,Bachelor,06,06_Jayne,2,0,1,1
1646,Bachelor,06,06_Krysta,2,0,0,-1
1647,Bachelor,06,06_Elizabeth,2,0,0,-1
1648,Bachelor,06,06_Amanda,2,0,0,-1
1649,Bachelor,06,06_Kristie,2,0,0,-1
1650,Bachelor,06,06_Susie,2,0,0,-1
1651,Bachelor,06,06_Heather,2,0,0,-1
1652,Bachelor,06,06_Wende,2,1,0,-1
1653,Bachelor,06,06_Natalie,2,1,0,-1
1654,Bachelor,06,06_Ashley,2,1,0,-1
1655,Bachelor,06,06_Kelley,2,1,0,-1
1656,Bachelor,06,06_Leina,2,1,0,-1
1657,Bachelor,06,06_Carolyn,2,0,0,-1
1658,Bachelor,06,06_Amy,2,0,0,-1
1659,Bachelor,06,06_Lisa,2,0,0,-1
1660,Bachelor,06,06_Nicole,2,0,0,-1
1661,Bachelor,06,06_Kerry,2,0,0,-1
1662,Bachelor,06,06_Alma,2,0,0,-1
1663,Bachelor,06,06_Kristin,2,0,0,-1
1664,Bachelor,06,06_Jennifer,2,0,0,-1
1665,Bachelor,06,06_Abby,2,0,0,-1
1666,Bachelor,06,06_Melinda,2,0,0,-1
1667,Bachelor,05,05_JESSICA_B,2,0,1,7
1668,Bachelor,05,05_TARA_H,2,0,1,7
1669,Bachelor,05,05_MANDY_J,2,0,1,7
1670,Bachelor,05,05_TRISH_S,2,0,1,1
1671,Bachelor,05,05_SUZIE_W,2,0,1,8
1672,Bachelor,05,05_KAREN_L,2,0,1,7
1673,Bachelor,05,05_JESSICA_H,2,0,1,8
1674,Bachelor,05,05_JULIE_D,2,0,1,7
1675,Bachelor,05,05_JENNY_S,2,0,1,8
1676,Bachelor,05,05_KATIE_G,2,0,1,7
1677,Bachelor,05,05_JEANMARIE_C,2,1,1,8
1678,Bachelor,05,05_ANNECATHERINE_L,2,1,1,8
1679,Bachelor,05,05_AMBER_L,2,1,1,8
1680,Bachelor,05,05_MANDY_C,2,1,1,8
1681,Bachelor,05,05_KRISTY_R,2,1,1,8
1682,Bachelor,05,05_CELESTE_C,2,1,1,7
1683,Bachelor,05,05_JENNY_M,2,0,0,-1
1684,Bachelor,05,05_DEBBIE_M,2,0,0,-1
1685,Bachelor,05,05_DOLORES_F,2,0,0,-1
1686,Bachelor,05,05_FRANCINE_J,2,0,0,-1
1687,Bachelor,05,05_DESHAUN_W,2,0,0,-1
1688,Bachelor,05,05_JESSICA_K,2,0,0,-1
1689,Bachelor,05,05_HOLLY_R,2,0,0,-1
1690,Bachelor,05,05_RACHEL_C,2,0,0,-1
1691,Bachelor,05,05_KRISTIN_C,2,0,0,-1
1692,Bachelor,04,04_Kelly-Jo,2,0,1,4
1693,Bachelor,04,04_Estella,2,0,1,5
1694,Bachelor,04,04_Mary,2,0,1,6
1695,Bachelor,04,04_Meredith,2,0,1,4
1696,Bachelor,04,04_Brooke,2,0,1,4
1697,Bachelor,04,04_Lee-Ann,2,0,1,6
1698,Bachelor,04,04_Misty,2,0,1,5
1699,Bachelor,04,04_Karin,2,0,1,4
1700,Bachelor,04,04_Jenny,2,0,1,6
1701,Bachelor,04,04_Antoinette,2,0,1,6
1702,Bachelor,04,04_Lindsay_clippers,2,1,1,5
1703,Bachelor,04,04_Lindsay,2,1,1,6
1704,Bachelor,04,04_Lanah,2,1,1,6
1705,Bachelor,04,04_Jenn,2,1,1,5
1706,Bachelor,04,04_Christine,2,1,1,5
1707,Bachelor,04,04_Darla,2,0,0,-1
1708,Bachelor,04,04_Stacey,2,0,0,-1
1709,Bachelor,04,04_Shea,2,0,0,-1
1710,Bachelor,04,04_Heather,2,0,0,-1
1711,Bachelor,04,04_Lauren,2,0,0,-1
1712,Bachelor,04,04_Kristi,2,0,0,-1
1713,Bachelor,04,04_Samentha,2,0,0,-1
1714,Bachelor,04,04_Leona,2,0,0,-1
1715,Bachelor,04,04_Julie,2,0,0,-1
1716,Bachelor,04,04_Shelly,2,0,0,-1
1717,Bachelor,03,03_JEN_X,2,0,1,5
1718,Bachelor,03,03_KIRSTEN_X,2,0,1,5
1719,Bachelor,03,03_TINA_X,2,0,1,5
1720,Bachelor,03,03_TINA_X,2,0,1,5
1721,Bachelor,03,03_TINA_X,2,0,1,5
1722,Bachelor,03,03_TINA_X,2,0,1,5
1723,Bachelor,03,03_CRISTINA_X,2,0,1,5
1724,Bachelor,03,03_LIZ_X,2,0,1,5
1725,Bachelor,03,03_ANN_MICHELLE_X,2,0,1,5
1726,Bachelor,03,03_AUDREE_X,2,0,1,5
1727,Bachelor,03,03_AMBER_X,2,0,1,5
1728,Bachelor,03,03_HEATHER_X,2,0,1,5
1729,Bachelor,03,03_RACHEL_X,2,1,1,5
1730,Bachelor,03,03_AMY_X,2,1,1,5
1731,Bachelor,03,03_AMY_X,2,1,1,5
1732,Bachelor,03,03_AMY_X,2,0,1,5
1733,Bachelor,03,03_AMY_X,2,0,1,5
1734,Bachelor,03,03_SHANNON_X,2,1,1,5
1735,Bachelor,03,03_ELIZABETH_X,2,1,1,5
1736,Bachelor,03,03_CHRISTINA_X,2,1,1,5
1737,Bachelor,03,03_KERRI_X,2,0,0,-1
1738,Bachelor,03,03_JENNIFER_X,2,0,0,-1
1739,Bachelor,03,03_COURTNEY_X,2,0,0,-1
1740,Bachelor,03,03_ANGELA_X,2,0,0,-1
1741,Bachelor,03,03_GINNY_X,2,0,0,-1
1742,Bachelor,03,03_BROOKE_X,2,0,0,-1
1743,Bachelor,03,03_STEPHANIE_X,2,0,0,-1
1744,Bachelor,03,03_TIFFANY_X,2,0,0,-1
1745,Bachelor,03,03_KRISTEN_X,2,0,0,-1
1746,Bachelor,02,02_HELENE_E,2,0,1,5
1747,Bachelor,02,02_BROOKE_S,2,0,1,5
1748,Bachelor,02,02_GWEN_G,2,0,1,5
1749,Bachelor,02,02_ANGELA_X,2,0,1,5
1750,Bachelor,02,02_HAYLEY_X,2,0,1,5
1751,Bachelor,02,02_HEATHER_C,2,0,1,5
1752,Bachelor,02,02_CHRISTI_X,2,0,1,5
1753,Bachelor,02,02_HEATHER_X,2,0,1,5
1754,Bachelor,02,02_KYLA_X,2,0,1,5
1755,Bachelor,02,02_SHANNON_X,2,0,1,5
1756,Bachelor,02,02_DANA_X,2,1,1,5
1757,Bachelor,02,02_ERIN_X,2,1,1,5
1758,Bachelor,02,02_ERIN_X,2,1,0,-1
1759,Bachelor,02,02_ERIN_X,2,0,1,5
1760,Bachelor,02,02_ERIN_X,2,0,0,-1
1761,Bachelor,02,02_SUZANNE_X,2,1,1,5
1762,Bachelor,02,02_FRANCES_X,2,1,1,5
1763,Bachelor,02,02_ANINDITA_X,2,1,1,5
1764,Bachelor,02,02_AMBER_X,2,0,0,-1
1765,Bachelor,02,02_CAMILLE_X,2,0,0,-1
1766,Bachelor,02,02_CARI_X,2,0,0,-1
1767,Bachelor,02,02_CHRISTY_X,2,0,0,-1
1768,Bachelor,02,02_FATIMA_X,2,0,0,-1
1769,Bachelor,02,02_LIANGY_X,2,0,0,-1
1770,Bachelor,02,02_LORI_X,2,0,0,-1
1771,Bachelor,02,02_MERILEE_X,2,0,0,-1
1772,Bachelor,01,01_AMANDA_M,2,0,1,5
1773,Bachelor,01,01_TRISTA_R,2,0,1,5
1774,Bachelor,01,01_SHANNON_O,2,0,1,5
1775,Bachelor,01,01_KIM_X,2,0,1,5
1776,Bachelor,01,01_CATHY_G,2,0,1,5
1777,Bachelor,01,01_CHRISTINA_X,2,0,1,5
1778,Bachelor,01,01_LANEASE_A,2,0,1,5
1779,Bachelor,01,01_RHONDA_X,2,0,1,5
1780,Bachelor,01,01_ALEXA_X,2,1,1,5
1781,Bachelor,01,01_AMY_X,2,1,1,5
1782,Bachelor,01,01_ANGELA_X,2,1,1,5
1783,Bachelor,01,01_ANGELIQUE_X,2,1,1,5
1784,Bachelor,01,01_KATIE_X,2,1,1,5
1785,Bachelor,01,01_MELISSA_X,2,1,1,5
1786,Bachelor,01,01_TINA_X,2,1,1,5
1787,Bachelor,01,01_AMBER_X,2,0,0,-1
1788,Bachelor,01,01_DANIELA_X,2,0,0,-1
1789,Bachelor,01,01_DENISE_X,2,0,0,-1
1790,Bachelor,01,01_JACKIE_X,2,0,0,-1
1791,Bachelor,01,01_JILL_X,2,0,0,-1
1792,Bachelor,01,01_KRISTINA_X,2,0,0,-1
1793,Bachelor,01,01_LISA_X,2,0,0,-1
1794,Bachelor,01,01_PAULA_X,2,0,0,-1
1795,Bachelor,01,01_RACHEL_X,2,0,0,-1
1796,Bachelor,01,01_WENDI_X,2,0,0,-1
1797,Bachelorette,13,13_BRYAN_A,3,0,1,6
1798,Bachelorette,13,13_PETER_K,3,0,1,6
1799,Bachelorette,13,13_ERIC_B,3,0,1,8
1800,Bachelorette,13,13_DEAN_U,3,0,1,8
1801,Bachelorette,13,13_ADAM_G,3,0,1,8
1802,Bachelorette,13,13_MATT_M,3,0,0,-1
1803,Bachelorette,13,13_ALEX_B,3,0,1,6
1804,Bachelorette,13,13_WILL_G,3,0,1,6
1805,Bachelorette,13,13_KENNY_L,3,0,1,8
1806,Bachelorette,13,13_ANTHONY_B,3,0,1,1
1807,Bachelorette,13,13_JOSIAH_G,3,0,0,-1
1808,Bachelorette,13,13_LEE_G,3,0,1,8
1809,Bachelorette,13,13_IGGY_R,3,0,0,-1
1810,Bachelorette,13,13_JONATHAN_T,3,0,1,6
1811,Bachelorette,13,13_JACK_S,3,0,1,8
1812,Bachelorette,13,13_BRADY_E,3,1,1,8
1813,Bachelorette,13,13_BRYCE_P,3,1,1,8
1814,Bachelorette,13,13_DIGGY_M,3,1,0,-1
1815,Bachelorette,13,13_FRED_J,3,1,1,6
1816,Bachelorette,13,13_BLAKE_E,3,0,0,-1
1817,Bachelorette,13,13_JAMEY_K,3,0,0,-1
1818,Bachelorette,13,13_LUCAS_Y,3,0,0,-1
1819,Bachelorette,13,13_DEMARIO_J,3,0,0,-1
1820,Bachelorette,13,13_BLAKE_K,3,0,0,-1
1821,Bachelorette,13,13_GRANT_H,3,0,0,-1
1822,Bachelorette,13,13_JEDIDIAH_B,3,0,0,-1
1823,Bachelorette,13,13_KYLE_S,3,0,0,-1
1824,Bachelorette,13,13_MICHAEL_B,3,0,0,-1
1825,Bachelorette,13,13_MILTON_L,3,0,0,-1
1826,Bachelorette,13,13_MOHIT_S,3,0,0,-1
1827,Bachelorette,13,13_ROB_H,3,0,0,-1
1828,Bachelorette,12,12_JORDAN_R,3,0,1,12
1829,Bachelorette,12,12_ROBBY_H,3,0,0,-1
1830,Bachelorette,12,12_CHASE_M,3,0,1,1
1831,Bachelorette,12,12_LUKE_P,3,0,0,-1
1832,Bachelorette,12,12_JAMES_T,3,0,1,1
1833,Bachelorette,12,12_ALEX_W,3,0,1,12
1834,Bachelorette,12,12_DEREK_P,3,0,0,-1
1835,Bachelorette,12,12_WELLS_A,3,0,1,12
1836,Bachelorette,12,12_VINCENT_V,3,0,1,12
1837,Bachelorette,12,12_GRANT_K,3,0,1,12
1838,Bachelorette,12,12_EVAN_B,3,0,1,12
1839,Bachelorette,12,12_JAMES_F,3,0,1,12
1840,Bachelorette,12,12_DANIEL_M,3,0,1,12
1841,Bachelorette,12,12_CHAD_J,3,0,1,12
1842,Bachelorette,12,12_NICK_B,3,1,1,12
1843,Bachelorette,12,12_CHRISTIAN_B,3,1,1,12
1844,Bachelorette,12,12_ALI_Z,3,1,1,12
1845,Bachelorette,12,12_WILL_H,3,0,0,-1
1846,Bachelorette,12,12_JAMES_S,3,0,0,-1
1847,Bachelorette,12,12_BRANDON_H,3,0,0,-1
1848,Bachelorette,12,12_SAL_D,3,0,0,-1
1849,Bachelorette,12,12_PETER_M,3,0,0,-1
1850,Bachelorette,12,12_NICK_S,3,0,0,-1
1851,Bachelorette,12,12_JONATHAN_H,3,0,0,-1
1852,Bachelorette,12,12_JAKE_P,3,0,0,-1
1853,Bachelorette,12,12_COLEY_K,3,0,0,-1
1854,Bachelorette,11,11_SHAWN_B,3,0,1,6
1855,Bachelorette,11,11_NICK_V,3,0,0,-1
1856,Bachelorette,11,11_BEN_H,3,0,1,6
1857,Bachelorette,11,11_JARED_H,3,0,1,6
1858,Bachelorette,11,11_JOE_B,3,0,1,6
1859,Bachelorette,11,11_CHRIS_S,3,0,1,6
1860,Bachelorette,11,11_BEN_Z,3,0,1,1
1861,Bachelorette,11,11_TANNER_T,3,0,1,6
1862,Bachelorette,11,11_JJ_L,3,0,1,6
1863,Bachelorette,11,11_JOSHUA_A,3,0,1,6
1864,Bachelorette,11,11_JUSTIN_R,3,0,0,-1
1865,Bachelorette,11,11_IAN_T,3,0,0,-1
1866,Bachelorette,11,11_COREY_S,3,0,0,-1
1867,Bachelorette,11,11_JONATHAN_H,3,0,1,6
1868,Bachelorette,11,11_RYAN_B,3,0,1,6
1869,Bachelorette,11,11_CLINT_A,3,1,1,6
1870,Bachelorette,11,11_TONY_H,3,1,1,6
1871,Bachelorette,11,11_CORY_S,3,0,0,-1
1872,Bachelorette,11,11_DANIEL_F,3,0,0,-1
1873,Bachelorette,11,11_KUPAH_J,3,0,0,-1
1874,Bachelorette,11,11_BRADLEY_C,3,0,0,-1
1875,Bachelorette,11,11_DAVID_X,3,0,0,-1
1876,Bachelorette,11,11_JOSH_S,3,0,0,-1
1877,Bachelorette,11,11_SHAWN_E,3,0,0,-1
1878,Bachelorette,11,11_BRADY_T,3,0,0,-1
1879,Bachelorette,11,11_RYAN_M,3,0,0,-1
1880,Bachelorette,10,10_JOSH_M,3,0,1,12
1881,Bachelorette,10,10_NICK_V,3,0,1,1
1882,Bachelorette,10,10_CHRIS_S,3,0,0,-1
1883,Bachelorette,10,10_MARCUS_G,3,0,1,12
1884,Bachelorette,10,10_BRIAN_O,3,0,1,12
1885,Bachelorette,10,10_DYLAN_P,3,0,0,-1
1886,Bachelorette,10,10_JJ_O,3,0,1,1
1887,Bachelorette,10,10_CODY_S,3,0,1,12
1888,Bachelorette,10,10_ANDREW_P,3,0,1,12
1889,Bachelorette,10,10_MARQUEL_M,3,0,1,12
1890,Bachelorette,10,10_PATRICK_J,3,0,1,12
1891,Bachelorette,10,10_TASOS_H,3,0,1,12
1892,Bachelorette,10,10_ERIC_H,3,0,1,12
1893,Bachelorette,10,10_BRADLEY_W,3,1,1,12
1894,Bachelorette,10,10_BRETT_M,3,1,1,12
1895,Bachelorette,10,10_RON_W,3,1,1,12
1896,Bachelorette,10,10_CARL_K,3,0,0,-1
1897,Bachelorette,10,10_CRAIG_M,3,0,0,-1
1898,Bachelorette,10,10_NICK_S,3,0,0,-1
1899,Bachelorette,10,10_EMIL_S,3,0,0,-1
1900,Bachelorette,10,10_JASON_L,3,0,0,-1
1901,Bachelorette,10,10_JOSH_B,3,0,0,-1
1902,Bachelorette,10,10_MIKE_C,3,0,0,-1
1903,Bachelorette,10,10_RUDIE_D,3,0,0,-1
1904,Bachelorette,10,10_STEVEN_W,3,0,0,-1
1905,Bachelorette,09,09_CHRIS_S,3,0,1,10
1906,Bachelorette,09,09_DREW_K,3,0,1,10
1907,Bachelorette,09,09_BROOKS_F,3,0,1,10
1908,Bachelorette,09,09_ZAK_W,3,0,1,5
1909,Bachelorette,09,09_MICHAEL_G,3,0,1,10
1910,Bachelorette,09,09_JAMES_C,3,0,1,5
1911,Bachelorette,09,09_JUAN_G,3,0,1,5
1912,Bachelorette,09,09_KASEY_S,3,0,1,1
1913,Bachelorette,09,09_MIKEY_T,3,0,1,10
1914,Bachelorette,09,09_BEN_S,3,0,1,10
1915,Bachelorette,09,09_BRYDEN_V,3,0,1,5
1916,Bachelorette,09,09_ZACK_K,3,0,1,10
1917,Bachelorette,09,09_BRAD_M,3,0,1,10
1918,Bachelorette,09,09_BRANDON_A,3,1,1,10
1919,Bachelorette,09,09_DAN_C,3,1,1,5
1920,Bachelorette,09,09_BRIAN_J,3,1,1,10
1921,Bachelorette,09,09_NICK_M,3,0,0,-1
1922,Bachelorette,09,09_ROBERT_G,3,0,0,-1
1923,Bachelorette,09,09_WILL_R,3,0,0,-1
1924,Bachelorette,09,09_DIOGO_C,3,0,0,-1
1925,Bachelorette,09,09_LARRY_B,3,0,0,-1
1926,Bachelorette,09,09_MICAH_X,3,0,0,-1
1927,Bachelorette,09,09_MIKE_X,3,0,0,-1
1928,Bachelorette,09,09_NICK_R,3,0,0,-1
1929,Bachelorette,09,09_JONATHAN_V,3,0,0,-1
1930,Bachelorette,08,08_JEF_H,3,0,1,12
1931,Bachelorette,08,08_ARIE_L,3,0,1,1
1932,Bachelorette,08,08_SEAN_L,3,0,1,12
1933,Bachelorette,08,08_CHRIS_B,3,0,1,1
1934,Bachelorette,08,08_JOHN_W,3,0,1,12
1935,Bachelorette,08,08_DOUG_C,3,0,1,12
1936,Bachelorette,08,08_RYAN_B,3,0,1,12
1937,Bachelorette,08,08_TRAVIS_P,3,0,1,12
1938,Bachelorette,08,08_ALEJANDRO_V,3,0,1,12
1939,Bachelorette,08,08_KALON_M,3,0,0,-1
1940,Bachelorette,08,08_CHARLIE_G,3,0,1,12
1941,Bachelorette,08,08_MICHAEL_N,3,0,1,12
1942,Bachelorette,08,08_NATHAN_B,3,0,0,-1
1943,Bachelorette,08,08_STEVIE_A,3,1,1,12
1944,Bachelorette,08,08_ALESSANDRO_G,3,1,1,12
1945,Bachelorette,08,08_TONY_P,3,1,1,12
1946,Bachelorette,08,08_AARON_M,3,0,0,-1
1947,Bachelorette,08,08_KYLE_D,3,0,0,-1
1948,Bachelorette,08,08_JOE_G,3,0,0,-1
1949,Bachelorette,08,08_BRENT_R,3,0,0,-1
1950,Bachelorette,08,08_DAVID_H,3,0,0,-1
1951,Bachelorette,08,08_JACKSON_L,3,0,0,-1
1952,Bachelorette,08,08_JEANPAUL_L,3,0,0,-1
1953,Bachelorette,08,08_LERONE_A,3,0,0,-1
1954,Bachelorette,08,08_RANDY_W,3,0,0,-1
1955,Bachelorette,07,07_JP_R,3,0,1,1
1956,Bachelorette,07,07_BEN_F,3,0,1,10
1957,Bachelorette,07,07_CONSTANTINE_T,3,0,0,-1
1958,Bachelorette,07,07_AMES_B,3,0,1,10
1959,Bachelorette,07,07_LUCAS_D,3,0,1,10
1960,Bachelorette,07,07_RYAN_P,3,0,1,10
1961,Bachelorette,07,07_BLAKE_J,3,0,1,10
1962,Bachelorette,07,07_RYAN_M,3,0,0,-1
1963,Bachelorette,07,07_RYAN_M,3,0,0,-1
1964,Bachelorette,07,07_RYAN_M,3,0,0,-1
1965,Bachelorette,07,07_RYAN_M,3,0,0,-1
1966,Bachelorette,07,07_NICK_P,3,0,1,10
1967,Bachelorette,07,07_WILLIAM_H,3,0,1,10
1968,Bachelorette,07,07_BEN_C,3,0,1,1
1969,Bachelorette,07,07_WEST_L,3,0,0,-1
1970,Bachelorette,07,07_CHRIS_D,3,1,1,10
1971,Bachelorette,07,07_JEFF_M,3,1,1,10
1972,Bachelorette,07,07_BENTLEY_W,3,1,1,10
1973,Bachelorette,07,07_MATT_C,3,0,0,-1
1974,Bachelorette,07,07_STEPHEN_D,3,0,0,-1
1975,Bachelorette,07,07_ANTHONY_S,3,0,0,-1
1976,Bachelorette,07,07_CHRIS_M,3,0,0,-1
1977,Bachelorette,07,07_FRANK_C,3,0,0,-1
1978,Bachelorette,07,07_JON_E,3,0,0,-1
1979,Bachelorette,07,07_MICHAEL_B,3,0,0,-1
1980,Bachelorette,07,07_ROB_D,3,0,0,-1
1981,Bachelorette,07,07_TIM_M,3,0,0,-1
1982,Bachelorette,06,06_ROBERT_M,3,0,1,1
1983,Bachelorette,06,06_CHRIS_L,3,0,1,9
1984,Bachelorette,06,06_FRANK_N,3,0,1,9
1985,Bachelorette,06,06_KIRK_D,3,0,1,9
1986,Bachelorette,06,06_TY_B,3,0,0,-1
1987,Bachelorette,06,06_CRAIG_R,3,0,1,9
1988,Bachelorette,06,06_JUSTIN_R,3,0,1,9
1989,Bachelorette,06,06_CHRIS_N,3,0,1,9
1990,Bachelorette,06,06_KASEY_K,3,0,0,-1
1991,Bachelorette,06,06_JESSE_B,3,0,1,9
1992,Bachelorette,06,06_JONATHAN_N,3,0,1,9
1993,Bachelorette,06,06_JOHN_C,3,1,1,9
1994,Bachelorette,06,06_STEVE_K,3,1,0,-1
1995,Bachelorette,06,06_HUNTER_W,3,1,1,1
1996,Bachelorette,06,06_CHRIS_H,3,0,0,-1
1997,Bachelorette,06,06_CRAIG_M,3,0,0,-1
1998,Bachelorette,06,06_TYLER_V,3,0,0,-1
1999,Bachelorette,06,06_DEREK_X,3,0,0,-1
2000,Bachelorette,06,06_DERRICK_S,3,0,0,-1
2001,Bachelorette,06,06_JASON_W,3,0,0,-1
2002,Bachelorette,06,06_JAY_R,3,0,0,-1
2003,Bachelorette,06,06_JOHN_N,3,0,0,-1
2004,Bachelorette,06,06_KYLE_H,3,0,0,-1
2005,Bachelorette,06,06_PHIL_K,3,0,0,-1
